PrYVO_05,intensity,PrYVO_05_90,intensity
69.80825647,663,,
69.83451704,717,,
69.86077761,671,,
69.88703818,695,,
69.91329875,670,,
69.93955932,711,,
69.96581989,732,,
69.99208046,697,,
70.01834103,732,,
70.0446016,739,,
70.07086217,645,,
70.09712274,660,,
70.12338331,665,,
70.14964388,684,,
70.17590445,753,,
70.20216502,710,,
70.22842559,682,,
70.25468616,672,,
70.28094673,696,,
70.3072073,701,,
70.33346787,683,,
70.35972844,659,,
70.38598901,693,,
70.41224958,692,,
70.43851015,667,,
70.46477072,692,,
70.49103129,685,,
70.51729186,678,,
70.54355243,668,,
70.569813,691,,
70.59607357,696,,
70.62233414,706,,
70.64859471,671,,
70.67485528,685,,
70.70111585,646,,
70.72737642,654,,
70.75363699,680,,
70.77989756,673,,
70.80615813,700,,
70.8324187,726,,
70.85867927,678,,
70.88493984,658,,
70.91120041,682,,
70.93746098,651,,
70.96372155,741,,
70.98998212,669,,
71.01624269,642,,
71.04250326,684,,
71.06876383,681,,
71.0950244,707,,
71.12128497,672,,
71.14754554,665,,
71.17380611,707,,
71.20006668,655,,
71.22632725,668,,
71.25258782,705,,
71.27884839,668,,
71.30510896,707,,
71.33136953,735,,
71.3576301,746,,
71.38389067,684,,
71.41015124,698,,
71.43641181,664,,
71.46267238,696,,
71.48893295,666,,
71.51519352,674,,
71.54145409,700,,
71.56771466,709,,
71.59397523,711,,
71.6202358,699,,
71.64649637,656,,
71.67275694,707,,
71.69901751,703,,
71.72527808,716,,
71.75153865,694,,
71.77779922,687,,
71.80405979,660,,
71.83032036,688,,
71.85658093,684,,
71.8828415,658,,
71.90910207,659,,
71.93536264,681,,
71.96162321,714,,
71.98788378,672,,
72.01414435,679,,
72.04040492,681,,
72.06666549,669,,
72.09292606,702,,
72.11918663,683,,
72.1454472,667,,
72.17170777,726,,
72.19796834,674,,
72.22422891,667,,
72.25048948,690,,
72.27675005,641,,
72.30301062,718,,
72.32927119,664,,
72.35553176,691,,
72.38179233,682,,
72.4080529,720,,
72.43431347,707,,
72.46057404,731,,
72.48683461,660,,
72.51309518,700,,
72.53935575,750,,
72.56561632,745,,
72.59187689,673,,
72.61813746,736,,
72.64439803,688,,
72.6706586,651,,
72.69691917,704,,
72.72317974,637,,
72.74944031,641,,
72.77570088,676,,
72.80196145,675,,
72.82822202,748,,
72.85448259,712,,
72.88074316,665,,
72.90700373,703,,
72.9332643,694,,
72.95952487,712,,
72.98578544,672,,
73.01204601,675,,
73.03830658,654,,
73.06456715,669,,
73.09082772,695,,
73.11708829,670,,
73.14334886,662,,
73.16960943,615,,
73.19587,702,,
73.22213057,654,,
73.24839114,721,,
73.27465171,698,,
73.30091228,672,,
73.32717285,648,,
73.35343342,685,,
73.37969399,689,,
73.40595456,715,,
73.43221513,679,,
73.4584757,674,,
73.48473627,717,,
73.51099684,716,,
73.53725741,706,,
73.56351798,696,,
73.58977855,679,,
73.61603912,688,,
73.64229969,684,,
73.66856026,689,,
73.69482083,697,,
73.7210814,654,,
73.74734197,703,,
73.77360254,635,,
73.79986311,639,,
73.82612368,670,,
73.85238425,713,,
73.87864482,737,,
73.90490539,734,,
73.93116596,658,,
73.95742653,689,,
73.9836871,729,,
74.00994767,674,,
74.03620824,663,,
74.06246881,711,,
74.08872938,704,,
74.11498995,670,,
74.14125052,698,,
74.16751109,709,,
74.19377166,693,,
74.22003223,696,,
74.2462928,677,,
74.27255337,666,,
74.29881394,693,,
74.32507451,747,,
74.35133508,727,,
74.37759565,706,,
74.40385622,712,,
74.43011679,676,,
74.45637736,718,,
74.48263793,740,,
74.5088985,673,,
74.53515907,688,,
74.56141964,697,,
74.58768021,692,,
74.61394078,713,,
74.64020135,717,,
74.66646192,691,,
74.69272249,707,,
74.71898306,709,,
74.74524363,686,,
74.7715042,655,,
74.79776477,728,,
74.82402534,661,,
74.85028591,639,,
74.87654648,717,,
74.90280705,661,,
74.92906762,666,,
74.95532819,744,,
74.98158876,756,,
75.00784933,676,,
75.0341099,663,,
75.06037047,689,,
75.08663104,680,,
75.11289161,680,,
75.13915218,725,,
75.16541275,682,,
75.19167332,696,,
75.21793389,665,,
75.24419446,664,,
75.27045503,701,,
75.2967156,712,,
75.32297617,736,,
75.34923674,684,,
75.37549731,671,,
75.40175788,677,,
75.42801845,698,,
75.45427902,700,,
75.48053959,681,,
75.50680016,664,,
75.53306073,674,,
75.5593213,698,,
75.58558187,722,,
75.61184244,648,,
75.63810301,679,,
75.66436358,684,,
75.69062415,700,,
75.71688472,734,,
75.74314529,652,,
75.76940586,699,,
75.79566643,681,,
75.821927,690,,
75.84818757,660,,
75.87444814,690,,
75.90070871,677,,
75.92696928,638,,
75.95322985,702,,
75.97949042,694,,
76.00575099,705,,
76.03201156,680,,
76.05827213,687,,
76.0845327,652,,
76.11079327,694,,
76.13705384,701,,
76.16331441,682,,
76.18957498,711,,
76.21583555,657,,
76.24209612,712,,
76.26835669,699,,
76.29461726,688,,
76.32087783,698,,
76.3471384,742,,
76.37339897,692,,
76.39965954,711,,
76.42592011,689,,
76.45218068,685,,
76.47844125,693,,
76.50470182,672,,
76.53096239,671,,
76.55722296,679,,
76.58348353,701,,
76.6097441,710,,
76.63600467,689,,
76.66226524,675,,
76.68852581,684,,
76.71478638,712,,
76.74104695,715,,
76.76730752,646,,
76.79356809,714,,
76.81982866,703,,
76.84608923,667,,
76.8723498,709,,
76.89861037,700,,
76.92487094,697,,
76.95113151,696,,
76.97739208,673,,
77.00365265,689,,
77.02991322,703,,
77.05617379,693,,
77.08243436,750,,
77.10869493,707,,
77.1349555,731,,
77.16121607,704,,
77.18747664,668,,
77.21373721,717,,
77.23999778,687,,
77.26625835,696,,
77.29251892,684,,
77.31877949,628,,
77.34504006,674,,
77.37130063,682,,
77.3975612,671,,
77.42382177,665,,
77.45008234,672,,
77.47634291,692,,
77.50260348,723,,
77.52886405,689,,
77.55512462,681,,
77.58138519,686,,
77.60764576,700,,
77.63390633,719,,
77.6601669,701,,
77.68642747,678,,
77.71268804,703,,
77.73894861,670,,
77.76520918,704,,
77.79146975,744,,
77.81773032,710,,
77.84399089,692,,
77.87025146,709,,
77.89651203,705,,
77.9227726,645,,
77.94903317,711,,
77.97529374,707,,
78.00155431,703,,
78.02781488,754,,
78.05407545,747,,
78.08033602,677,,
78.10659659,733,,
78.13285716,693,,
78.15911773,718,,
78.1853783,693,,
78.21163887,709,,
78.23789944,729,,
78.26416001,694,,
78.29042058,684,,
78.31668115,709,,
78.34294172,699,,
78.36920229,733,,
78.39546286,696,,
78.42172343,681,,
78.447984,701,,
78.47424457,702,,
78.50050514,722,,
78.52676571,685,,
78.55302628,708,,
78.57928685,663,,
78.60554742,692,,
78.63180799,689,,
78.65806856,699,,
78.68432913,728,,
78.7105897,703,,
78.73685027,722,,
78.76311084,700,,
78.78937141,702,,
78.81563198,685,,
78.84189255,728,,
78.86815312,684,,
78.89441369,691,,
78.92067426,765,,
78.94693483,694,,
78.9731954,696,,
78.99945597,719,,
79.02571654,700,,
79.05197711,690,,
79.07823768,748,,
79.10449825,694,,
79.13075882,737,,
79.15701939,685,,
79.18327996,710,,
79.20954053,707,,
79.2358011,709,,
79.26206167,699,,
79.28832224,738,,
79.31458281,720,,
79.34084338,699,,
79.36710395,698,,
79.39336452,723,,
79.41962509,713,,
79.44588566,709,,
79.47214623,736,,
79.4984068,706,,
79.52466737,758,,
79.55092794,708,,
79.57718851,734,,
79.60344908,709,,
79.62970965,744,,
79.65597022,718,,
79.68223079,767,,
79.70849136,761,,
79.73475193,725,,
79.7610125,797,,
79.78727307,720,,
79.81353364,830,,
79.83979421,686,,
79.86605478,713,,
79.89231535,782,,
79.91857592,728,,
79.94483649,704,,
79.97109706,766,,
79.99735763,736,,
80.0236182,745,,
80.04987877,735,,
80.07613934,732,,
80.10239991,728,,
80.12866048,725,,
80.15492105,751,,
80.18118162,718,,
80.20744219,680,,
80.23370276,711,,
80.25996333,733,,
80.2862239,698,,
80.31248447,734,,
80.33874504,665,,
80.36500561,693,,
80.39126618,715,,
80.41752675,690,,
80.44378732,702,,
80.47004789,675,,
80.49630846,705,,
80.52256903,716,,
80.5488296,726,,
80.57509017,717,,
80.60135074,677,,
80.62761131,743,,
80.65387188,728,,
80.68013245,743,,
80.70639302,723,,
80.73265359,688,,
80.75891416,739,,
80.78517473,679,,
80.8114353,711,,
80.83769587,712,,
80.86395644,703,,
80.89021701,809,,
80.91647758,719,,
80.94273815,718,,
80.96899872,663,,
80.99525929,729,,
81.02151986,660,,
81.04778043,688,,
81.074041,709,,
81.10030157,695,,
81.12656214,714,,
81.15282271,717,,
81.17908328,704,,
81.20534385,661,,
81.23160442,677,,
81.25786499,720,,
81.28412556,720,,
81.31038613,732,,
81.3366467,716,,
81.36290727,713,,
81.38916784,746,,
81.41542841,733,,
81.44168898,664,,
81.46794955,744,,
81.49421012,701,,
81.52047069,725,,
81.54673126,729,,
81.57299183,726,,
81.5992524,723,,
81.62551297,753,,
81.65177354,711,,
81.67803411,700,,
81.70429468,732,,
81.73055525,722,,
81.75681582,701,,
81.78307639,722,,
81.80933696,706,,
81.83559753,706,,
81.8618581,688,,
81.88811867,713,,
81.91437924,682,,
81.94063981,656,,
81.96690038,709,,
81.99316095,728,,
82.01942152,710,,
82.04568209,702,,
82.07194266,756,,
82.09820323,674,,
82.1244638,725,,
82.15072437,687,,
82.17698494,661,,
82.20324551,683,,
82.22950608,728,,
82.25576665,732,,
82.28202722,687,,
82.30828779,680,,
82.33454836,708,,
82.36080893,722,,
82.3870695,713,,
82.41333007,689,,
82.43959064,721,,
82.46585121,716,,
82.49211178,689,,
82.51837235,684,,
82.54463292,696,,
82.57089349,697,,
82.59715406,734,,
82.62341463,768,,
82.6496752,703,,
82.67593577,704,,
82.70219634,689,,
82.72845691,734,,
82.75471748,691,,
82.78097805,712,,
82.80723862,734,,
82.83349919,719,,
82.85975976,680,,
82.88602033,705,,
82.9122809,699,,
82.93854147,729,,
82.96480204,665,,
82.99106261,735,,
83.01732318,706,,
83.04358375,699,,
83.06984432,726,,
83.09610489,691,,
83.12236546,743,,
83.14862603,694,,
83.1748866,726,,
83.20114717,722,,
83.22740774,708,,
83.25366831,708,,
83.27992888,736,,
83.30618945,662,,
83.33245002,680,,
83.35871059,704,,
83.38497116,751,,
83.41123173,712,,
83.4374923,714,,
83.46375287,713,,
83.49001344,733,,
83.51627401,692,,
83.54253458,648,,
83.56879515,719,,
83.59505572,729,,
83.62131629,724,,
83.64757686,689,,
83.67383743,674,,
83.700098,725,,
83.72635857,748,,
83.75261914,728,,
83.77887971,762,,
83.80514028,702,,
83.83140085,738,,
83.85766142,732,,
83.88392199,713,,
83.91018256,749,,
83.93644313,701,,
83.9627037,694,,
83.98896427,727,,
84.01522484,649,,
84.04148541,680,,
84.06774598,699,,
84.09400655,765,,
84.12026712,708,,
84.14652769,751,,
84.17278826,628,,
84.19904883,737,,
84.2253094,676,,
84.25156997,719,,
84.27783054,733,,
84.30409111,728,,
84.33035168,720,,
84.35661225,699,,
84.38287282,714,,
84.40913339,684,,
84.43539396,706,,
84.46165453,712,,
84.4879151,713,,
84.51417567,735,,
84.54043624,735,,
84.56669681,733,,
84.59295738,686,,
84.61921795,655,,
84.64547852,685,,
84.67173909,722,,
84.69799966,701,,
84.72426023,670,,
84.7505208,696,,
84.77678137,741,,
84.80304194,699,,
84.82930251,682,,
84.85556308,670,,
84.88182365,710,,
84.90808422,665,,
84.93434479,694,,
84.96060536,689,,
84.98686593,680,,
